Symbol,text
UDR,"About UDR, Inc.UDR, Inc. is a self-administered real estate investment trust. The Company owns, operates, acquires, renovates, develops, redevelops, disposes of and manages multifamily apartment communities generally located in various markets across the United States. The Company's segments are Same-Store Communities and Non-Mature Communities/Other. As of December 31, 2016, the Company's consolidated real estate portfolio included 127 communities located in 18 markets, with a total of 39,454 completed apartment homes. As of December 31, 2016, the Company also had an ownership interest in 27 communities containing 6,849 apartment homes through unconsolidated joint ventures or partnerships. As of December 31, 2016, the Company's properties were in various locations, such as Orange County, San Francisco and Los Angeles in California; Seattle, Washington; Richmond, Virginia; Baltimore, Maryland; Orlando and Tampa in Florida; Nashville, Tennessee, and Dallas and Austin in Texas."
ULTA,"About Ulta Beauty IncUlta Beauty, Inc. is a holding company for the Ulta Beauty group of companies. The Company is a beauty retailer. The Company offers cosmetics, fragrance, skin, hair care products and salon services. The Company offers approximately 20,000 products from over 500 beauty brands across all categories, including the Company’s own private label. The Company also offers a full-service salon in every store featuring hair, skin and brow services. The Company operates approximately 970 retail stores across over 48 states and the District of Columbia and also distributes its products through its Website, which includes a collection of tips, tutorials and social content. The Company offers makeup products, such as foundation, face powder, concealer, color correcting, face primer, blush, bronzer, contouring, highlighter, setting spray, shampoos, conditioners, hair styling products, hair styling tools and perfumes. The Company also offers makeup brushes and tools, and makeup bags and cases."
USB,"About US BancorpU.S. Bancorp is a financial services holding company. The Company provides a range of financial services, including lending and depository services, cash management, capital markets, and trust and investment management services. It also engages in credit card services, merchant and automated teller machine (ATM) processing, mortgage banking, insurance, brokerage and leasing. Its banking subsidiary, U.S. Bank National Association, is engaged in the general banking business and offers commercial and consumer lending, lending services, depository services and ancillary services. Its non-banking subsidiaries offer investment and insurance products to the Company's customers principally within its domestic markets, and fund administration services to a range of mutual and other funds. The Company's bank and trust subsidiaries provide a range of asset management and fiduciary services for individuals, estates, foundations, business corporations and charitable organizations."
UAA,"About Under Armour IncUnder Armour, Inc. is engaged in the development, marketing and distribution of branded performance apparel, footwear and accessories for men, women and youth. The Company's segments include North America, consisting of the United States and Canada; Europe, the Middle East and Africa (EMEA); Asia-Pacific; Latin America, and Connected Fitness. Its products are sold across the world and worn by athletes at all levels, from youth to professional, on playing fields around the globe, as well as by consumers with active lifestyles. The Company sells its branded apparel, footwear and accessories in North America through its wholesale and direct to consumer channels. As of December 31, 2016, the Company had approximately 151 factory house stores in North America primarily located in outlet centers throughout the United States. In addition, the Company distributes its products in North America through third-party logistics providers with primary locations in Canada, New Jersey and Florida."
UNP,"About Union Pacific CorporationUnion Pacific Corporation is a railroad operating company in the United States. The Company operates through its principal operating company, Union Pacific Railroad Company (UPRR). It serves the western two-thirds of the country and maintains coordinated schedules with other rail carriers for the handling of freight to and from the Atlantic Coast, the Pacific Coast, the Southeast, the Southwest, Canada and Mexico. Export and import traffic is moved through Gulf Coast and Pacific Coast ports and across the Mexican and Canadian borders. The Company's Railroad’s diversified business mix includes Bulk, Industrial, and Premium. It transports hazardous materials and other materials, including crude oil, ethanol, and toxic inhalation hazard (TIH) materials, such as chlorine, that pose risks in the event of a release or combustion."
UAL,"About United Airlines Holdings IncUnited Airlines Holdings Inc., formerly United Continental Holdings, Inc., is a holding company and its principal, wholly-owned subsidiary is United Airlines, Inc. (United). The Company transports people and cargo throughout North America and to destinations in Asia, Europe, the Middle East and Latin America. Through United and its regional carriers, it operates across six continents, with hubs at Newark Liberty International Airport (Newark), Chicago O'Hare International Airport (Chicago O'Hare), Denver International Airport (Denver), George Bush Intercontinental Airport (Houston Bush), Los Angeles International Airport (LAX), A.B. Won Pat International Airport (Guam), San Francisco International Airport (SFO) and Washington Dulles International Airport (Washington Dulles). It has contractual relationships with various regional carriers to provide regional aircraft service branded as United Express."
UNH,"About UnitedHealth Group IncUnitedHealth Group Incorporated is a diversified health care company. The Company operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight and OptumRx. It conducts its operations through two business platforms: health benefits operating under UnitedHealthcare and health services operating under Optum. UnitedHealthcare provides healthcare includes UnitedHealthcare Employer & Individual, UnitedHealthcare Medicare & Retirement, UnitedHealthcare Community & State, and UnitedHealthcare Global businesses. Optum serves the healthcare marketplace, including payers, care providers, employers, governments, life sciences companies and consumers, through its OptumHealth, OptumInsight and OptumRx businesses. OptumHealth focuses on care delivery, care management, wellness and consumer engagement, and health financial services. OptumInsight offers data, analytics, research, consulting, technology and managed services solutions. OptumRx provides an array of pharmacy care services."
UPS,"About United Parcel Service, Inc.United Parcel Service, Inc. (UPS) is a package delivery company. The Company is a provider of global supply chain management solutions. The Company operates through three segments: U.S. Domestic Package operations, International Package operations, and Supply Chain & Freight operations. U.S. Domestic Package and International Package are together referred to as global small package operations, which provides delivery services for express letters, documents, packages and palletized freight via air and ground services. The International Package segment includes the small package operations in Europe, Asia-Pacific, Canada, Latin America and Indian Subcontinent, Middle East and Africa (ISMEA). Supply Chain & Freight consists of its forwarding, truckload brokerage, logistics and distribution, UPS Freight, UPS Capital and other businesses. Its services include transportation, distribution, contract logistics, ground freight, ocean freight, air freight, customs brokerage and insurance."
URI,"About United Rentals, Inc.United Rentals, Inc. is a holding company. The Company is an equipment rental company, which operates throughout the United States and Canada. It operates through two segments: general rentals, and trench, power and pump. The general rentals segment includes the rental of construction, aerial, industrial and homeowner equipment and related services and activities. The trench, power and pump segment includes the rental of specialty construction products and related services. Its general rentals segment includes the rental of general construction and industrial equipment, such as backhoes, skid-steer loaders, forklifts and material handling equipment; aerial work platforms, such as boom lifts and scissor lifts, and general tools and light equipment, such as pressure washers, water pumps and power tools. As of October 17, 2018, it operated 1075 rental locations. It conducts its operations through its subsidiary, United Rentals (North America), Inc. (URNA) and subsidiaries of URNA."
UHS,"About Universal Health Services, Inc.Universal Health Services, Inc. is a holding company. The Company's principal business is owning and operating, through its subsidiaries, acute care hospitals and outpatient facilities, and behavioral healthcare facilities. The Company's segments include Acute Care Hospital Services, Behavioral Health Services and Other. As of August 1, 2018, the Company owned and/or operated more than 326 inpatient facilities, and 32 outpatient and other facilities, located in 37 states, Washington, District of Columbia, the United Kingdom, Puerto Rico and the United States Virgin Islands. The Company's hospitals provide a range of services, such as oncology, diagnostic care, coronary care, pediatric services, pharmacy services and/or behavioral health services. As of February 28, 2017, its acute care facilities located in the United States included 26 inpatient acute care hospitals; four free-standing emergency departments, and four outpatient surgery/cancer care centers and one surgical hospital."
UNM,"About Unum GroupUnum Group is a provider of financial protection benefits in the United States and the United Kingdom. The Company's products include disability, life, accident, critical illness, dental and vision, and other related services. Its segments include Unum US, Unum UK, Colonial Life, Closed Block and Corporate. Its Unum US segment includes group long-term and short-term disability insurance, group life and accidental death and dismemberment products, and supplemental and voluntary lines of business. Its Unum UK segment includes insurance for group long-term disability, group life, and supplemental lines of business, which include dental, individual disability and critical illness products. Its Colonial Life segment includes insurance for accident, sickness, and disability products, life products, and cancer and critical illness products issued primarily by Colonial Life & Accident Insurance Company and marketed to employees. Its Closed Block segment consists of other insurance products."
VLO,"About Valero Energy CorporationValero Energy Corporation (Valero) is an independent petroleum refiner and ethanol producer. The Company's segments include refining, ethanol and Valero Energy Partners LP (VLP). The refining segment includes its refining operations and the associated marketing activities. The ethanol segment includes its ethanol operations and the associated marketing activities, and logistics assets that support its ethanol operations. The Company owns logistics assets (crude oil pipelines, refined petroleum product pipelines, terminals, tanks, marine docks, truck rack bays and other assets) that support its refining operations. Some of these assets are owned by VLP, which is a midstream master limited partnership owned by the Company. VLP's assets include crude oil and refined petroleum products pipeline and terminal systems in the United States Gulf Coast and the United States Mid-Continent regions. Its refineries produce conventional gasolines, premium gasolines and lubricants, among others."
VTR,"About Ventas, Inc.Ventas, Inc. is a real estate investment trust (REIT) with its properties located throughout the United States, Canada and the United Kingdom. The Company operates through three segments: triple-net leased properties, senior living operations and office operations. Under its triple-net leased properties segment, the Company invests in and owns seniors housing and healthcare properties throughout the United States and the United Kingdom and leases those properties to healthcare operating companies under triple-net or absolute-net leases that obligate the tenants to pay all property-related expenses. In its senior living operations segment, it invests in seniors housing communities throughout the United States and Canada and engages independent operators to manage those communities. In its office operations segment, the Company primarily acquires, owns, develops, leases and manages medical office buildings (MOBs) and life science and innovation centers throughout the United States."
VRSN,"About Verisign, Inc.VeriSign, Inc. is a global provider of domain name registry services and Internet infrastructure. The Company enables the security, stability, and resiliency of key Internet infrastructure and services, including providing root zone maintainer services, operating two global Internet root servers, and providing registration services and authoritative resolution for the .com and .net top-level domains (TLDs), which supports the majority of global electronic-commerce. It operates the authoritative directory and the back-end systems for all .com, .net, .cc, .tv, .gov, .jobs, .edu and .name domain names, among others. The Company's services allow individuals and organizations to establish their online identities, while providing the secure, always-on access they need to communicate and transact reliably with online audiences. It also provides internationalized domain name (IDN) services that enable Internet users to access domain names in characters representing their local language."
VRSK,"About Verisk Analytics, Inc.Verisk Analytics, Inc. is a data analytics provider serving customers in insurance, natural resources and financial services. The Company operates through two segments: Risk Assessment and Decision Analytics. Its Risk Assessment segment serves its property and casualty insurance customers and focuses on prediction of loss, selection and pricing of risk, and compliance with their reporting requirements in each United States state in which they operate. In the Decision Analytics segment, the Company develops predictive models to forecast scenarios and produce both standard and customized analytics that help its customers manage their businesses, including predicting loss, selecting and pricing risk, detecting fraud before and after a loss event, and quantifying losses. It offers predictive analytics and decision support solutions to customers in rating, underwriting, claims, catastrophe and weather risk, natural resources intelligence, economic forecasting and various other fields."
VZ,"About Verizon Communications Inc.Verizon Communications Inc. is a holding company. The Company, through its subsidiaries, provides communications, information and entertainment products and services to consumers, businesses and governmental agencies. Its reportable segments are Verizon Consumer Group and Verizon Business Group. Its Consumer segment provides wireless and wireline communications services. Its wireless services are provided across wireless networks in the United States (U.S.) under the Verizon brand. Its wireline services are provided in nine states in the Mid-Atlantic and Northeastern U.S., as well as Washington D.C., over its fiber-optic network under the Fios brand and over a traditional copper-based network. Its Business segment provides wireless and wireline communications services and products, including data, video and conferencing services, security and managed network services, local and long-distance voice services and network access to deliver various Internet of Things services and products."
VRTX,"About Vertex Pharmaceuticals IncorporatedVertex Pharmaceuticals Incorporated is engaged in discovering, developing, manufacturing and commercializing medicines for serious diseases. The Company is focused on developing and commercializing therapies for the treatment of cystic fibrosis (CF) and advancing its research and development programs in other indications. The Company's marketed medicines are ORKAMBI and KALYDECO. ORKAMBI (lumacaftor in combination with ivacaftor) is approved as a treatment for patients having two copies (homozygous) of the Delta-F508 (F508del) mutation in their cystic fibrosis transmembrane conductance regulator (CFTR) gene. KALYDECO (ivacaftor) is approved for the treatment of CF patients having the G551D mutation or other specified mutations in their CFTR gene. The Company's development programs in the field of CF include Tezacaftor (VX-661), VX-152, VX-440, VX-659, VX-445 and VX-371. VX-152, VX-440, VX-659 and VX-445 are CFTR corrector compounds."
VFC,"About VF CorpV.F. Corporation is an apparel, footwear and accessories company. The Company is engaged in the design, production, procurement, marketing and distribution of branded lifestyle apparel, footwear and related products. The Company's segments include Outdoor, Active and Work. It owns a portfolio of brands in the outerwear, footwear, apparel, backpack, luggage and accessories categories. Its products are marketed to consumers shopping in specialty stores, department stores, national chains, mass merchants and its own direct-to-consumer operations. Its direct-to-consumer business includes concession retail stores and e-commerce sites. Its brands sell products in international markets through licensees, distributors and independently operated partnership stores. Its brands primarily include Vans , The North Face , Timberland and Dickies."
VIAC,"About ViacomCBS IncViacomCBS Inc., formerly CBS Corp, is a global media and entertainment company. The Company is focused on creating premium content and experiences for audiences worldwide. It operates through various brands, including CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, CBS All Access, Pluto TV and Simon & Schuster, among others. It also offers production, distribution and advertising solutions for partners across five continents. BET is the primary channel of BET Networks, that provides entertainment, music, news and public affairs television programming for the African-American audience. CBS Sports brand is a broadcaster of television sports. Its Paramount Pictures brand is a producer and global distributor of filmed entertainment. Its CBS Television Studios is a supplier of programming with more than 70 series in production across broadcast and cable networks, streaming services and other platforms. Its brands also include Bellator MMA and COLORS."
VTRS,"About Viatris IncViatris Inc., formerly Upjohn Inc., is a healthcare company. It is a scientific, manufacturing and distribution company that is specialized in delivering medicines to patients in over 165 countries and territories. It provides access to medicines, advance sustainable operations, develop solutions and leverage it's specializatiin to connect people to products and services through it's Global Healthcare Gateway. It's portfolio comprises of more than 1,400 molecules across a wide range of therapeutic areas, spanning both non-communicable and infectious diseases, global brands, complex generic and branded medicines, portfolio of biosimilars and a variety of over-the-counter consumer products. It produces medicines for patients across a broad range of therapeutic areas, spanning both noncommunicable and infectious diseases, which include cardiovascular, oncology, immunology, women’s healthcare, diabetes and metabolism, gastroenterology, respiratory and allergy and dermatology."
V,"About Visa IncVisa Inc. (Visa) is a payments technology company that provides digital payments across more than 200 countries and territories. The Company connects consumers, merchants, financial institutions, businesses, strategic partners and government entities to electronic payments. The Company operates through payment services segment. The Company's transaction processing network, VisaNet, facilitates authorization, clearing and settlement of payment transactions and enables to provide its financial institution and merchant clients a range of products, platforms and value-added services. The Company is a retail electronic payment network based on payments volume, number of transactions and number of cards in circulation. Its products/services include transaction processing services, Visa-branded payment products, including credit, debit, prepaid and cash access programs for individual, business and government account holders."
VNO,"About Vornado Realty TrustVornado Realty Trust is a real estate investment trust (REIT). The Company conducts its business through, and its interests in properties are held by, Vornado Realty L.P (the Operating Partnership). It owns and operates office and retail properties with a concentration in the New York City metropolitan area. It operates through two segments: New York and Other. It also has a 32.4% interest in Alexander’s, Inc. (Alexander’s), which owns seven properties in the greater New York metropolitan area, as well as interests in other real estate and related investments. Its New York segment consists of 27.9 million square feet in 87 properties. Its Other segment consists of 3.7 million square foot theMART in Chicago, a 70% controlling interest in a three-building office complex containing 1.8 million square feet and a 25% in the Vornado Capital Partners Real Estate Fund (the Fund) and Crowne Plaza Times Square Hotel Joint Venture (the Crowne Plaza Joint Venture). The Fund has four investments."
VMC,"About Vulcan Materials CompanyVulcan Materials Company is a supplier of construction aggregates (primarily crushed stone, sand and gravel) and a producer of asphalt mix and ready-mixed concrete. The Company operates through four segments: Aggregates, Asphalt Mix, Concrete and Calcium. The Aggregates segment produces and sells aggregates (crushed stone, sand and gravel, sand, and other aggregates) and related products and services (transportation and other). The Company produces and sells asphalt mix in Arizona, California, New Mexico and Texas. The Company produces and sells ready-mixed concrete in Georgia, Maryland, New Mexico, Texas, Virginia, Washington District of Columbia and the Bahamas. The Calcium segment consists of a Florida facility that mines, produces and sells calcium products. As of December 31, 2016, it had 337 active aggregates facilities. The Company sells aggregates that are used as ballast for construction and maintenance of railroad tracks."
WRB,"About W R Berkley CorpW. R. Berkley Corporation is an insurance holding company. It operates through two segments: Insurance and Reinsurance-Global. The Insurance segment consists of its commercial insurance business operations, comprising excess and surplus lines, and admitted lines, throughout the United States, as well as its insurance business operations in the United Kingdom, Continental Europe, South America, Canada, Mexico, Scandinavia, Asia and Australia. Its Insurance segment comprises business units, such as Acadia Insurance, American Mining Insurance Group, Berkley Accident and Health, Berkley Agribusiness Risk Specialists, Berkley Aviation and Berkley Canada. Reinsurance consists of its reinsurance business on a facultative and treaty basis, in the United States, the United Kingdom, Continental Europe, Australia, the Asia-Pacific region and South Africa. Its Reinsurance segment comprises business units, such as Berkley Re America, Berkley Re Asia Pacific, Berkley Re Direct and Berkley Re UK."
WAB,"About Westinghouse Air Brake Technologies CorpWestinghouse Air Brake Technologies Corporation (Wabtec), doing business as Wabtec Corporation, is a provider of technology-based equipment and services for the global freight and transit rail industries. The Company's segments include the Freight Segment and the Transit Segment. The Freight Segment primarily manufactures and services components for new and existing freight cars and locomotives, builds new switcher locomotives, rebuilds freight locomotives, supplies railway electronics, positive train control equipment, signal design and engineering services, and provides related heat exchange and cooling systems. The Transit Segment primarily manufactures and services components for new and existing passenger transit vehicles, typically regional trains, high speed trains, subway cars, light-rail vehicles and buses, builds new commuter locomotives, refurbishes subway cars, provides heating, ventilation, and air conditioning equipment, and doors for buses and subways."
WMT,"About Walmart IncWalmart Inc is engaged in the operation of retail, wholesale and other units, as well as eCommerce, located throughout the United States, Africa, Canada, Central America, Chile, China, India and Mexico. The Company offers an assortment of merchandise and services at everyday low prices (EDLP). The Company operates through three segments: Walmart U.S., Walmart International and Sam's Club. The Walmart U.S. segment includes the Company's mass merchant concept in the United States. The Walmart International segment consists of the Company's operations outside of the United States. The Sam's Club segment includes the warehouse membership clubs in the United States. The Company operates approximately 10,500 stores, clubs and eCommerce Websites under 48 banners in 24 countries."
WBA,"About Walgreens Boots Alliance IncWalgreens Boots Alliance, Inc. is a holding company. The Company operates through three segments: Retail Pharmacy USA, Retail Pharmacy International and Pharmaceutical Wholesale. The Retail Pharmacy USA segment consists of the Walgreen Co. (Walgreens) business, which includes the operation of retail drugstores, care clinics and providing specialty pharmacy services. The Retail Pharmacy International segment consists primarily of the pharmacy-led health and beauty retail businesses and optical practices. The Pharmaceutical Wholesale segment consists of equity method investment in AmerisourceBergen. The Company's portfolio of retail and business brands includes Walgreens, Duane Reade, Boots, as well as global health and beauty product brands, including No7, NICE!, Soap & Glory, Liz Earle, Finest Nutrition, Botanics, Well Beginnings, Sleek MakeUP and YourGoodSkin."
DIS,"About Walt Disney CoThe Walt Disney Company is a worldwide entertainment company. The Company operates in four business segments: Media Networks, Parks, Experiences and Products, Studio Entertainment, and Direct-To-Consumer (DTC) and International. The media networks segment includes cable and broadcast television networks, television production and distribution operations, domestic television stations, and radio networks and stations. The Company's Parks and Experiences include theme parks, resorts, Disney Cruise Line and Disney Vacation Club. The studio entertainment operations include motion picture production and distribution, development, production and licensing of live entertainment events, and music production and distribution. Its DTC businesses consist of subscription services that provide video streaming of general entertainment, family and sports programming. The Company's International Channels produce local programs or acquire rights from its domestic studios and from third parties."
WM,"About Waste Management, Inc.Waste Management, Inc. (WM) is a holding company. The Company, through its subsidiaries, is a provider of waste management environmental services. The Company's segments include Solid Waste and Other. The Company's Solid Waste segment includes its solid waste business. The Other segment includes its Strategic Business Solutions (WMSBS) organization; its landfill gas-to-energy operations and third-party subcontract and administration services managed by its Energy and Environmental Services and WM Renewable Energy organizations; recycling, materials processing and recycling commodities services. "
WAT,"About Waters CorporationWaters Corporation is an analytical instrument manufacturer. The Company operates through two segments: Waters and TA. It designs, manufactures, sells and services high performance liquid chromatography (HPLC), ultra performance liquid chromatography (UPLC and together with HPLC, referred to as LC) and mass spectrometry (MS) technology systems and support products, including chromatography columns, other consumable products and post-warranty service plans. It also designs, manufactures, sells and services thermal analysis, rheometry and calorimetry instruments through its TA product line. It is also a developer and supplier of software-based products that interface with the Company's instruments, as well as other suppliers' instruments. Its LC and LC-MS instruments are utilized in a range of industries to detect, identify, monitor and measure the chemical, physical and biological composition of materials, and to purify a range of compounds."
WEC,"About WEC Energy Group IncWEC Energy Group, Inc. was a diversified holding company with natural gas and electric utility operations, an approximately 60% equity ownership interest in American Transmission Company LLC, and non-utility electric operations through its We Power business, as of December 31, 2016. Its segments include Wisconsin; Illinois; Other States; Electric Transmission; We Power, and Corporate and Other. Wisconsin includes the electric and natural gas utility operations of Wisconsin Electric Power Company, Wisconsin Gas LLC, and Wisconsin Public Service Corporation, including WE's and WPS's electric and natural gas operations in the state of Michigan. Illinois includes the natural gas utility and non-utility operations of The Peoples Gas Light and Coke Company and North Shore Gas Company. Other states includes the natural gas utility and non-utility operations of Minnesota Energy Resources Corporation and Michigan Gas Utilities Corporation."
WFC,"About Wells Fargo & CoWells Fargo & Company is a bank holding company. The Company is a diversified financial services company. The Company provides banking, investment and mortgage products and services, through banking locations and offices, the Internet and other distribution channels to individuals, businesses and institutions in states, the District of Columbia and in countries outside the United States. The Company provides consumer financial products and services including checking and savings accounts, credit and debit cards, and auto, mortgage and home equity, and small business lending. It provides other offer financial planning, private banking, investment management, and fiduciary services. The Company also provides financial solutions to businesses through products and services including traditional commercial loans and lines of credit, letters of credit, asset-based lending, trade financing, treasury management, and investment banking services. "
WELL,"About Welltower IncWelltower Inc. invests with seniors housing operators, post-acute providers and health systems to fund real estate and infrastructure. The Company invests in seniors housing and healthcare real estate. It operates in three segments: triple-net, seniors housing operating and outpatient medical. Welltower, a real estate investment trust (REIT), owns interests in properties concentrated in markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities, and outpatient medical properties. Its triple-net properties include independent living facilities, independent supportive living facilities (Canada), continuing care retirement communities, assisted living facilities, care homes with and without nursing (the United Kingdom), Alzheimer's/dementia care facilities, long-term/post-acute care facilities and hospitals. Its outpatient medical properties include outpatient medical buildings."
WST,"About West Pharmaceutical Services Inc.West Pharmaceutical Services, Inc. is a manufacturer of packaging components and delivery systems for injectable drugs and healthcare products. The Company's products include vial containment solutions, prefillable systems, self-injection platforms, cartridge systems and components, reconstitution and transfer systems, intradermal delivery solutions, specialty components, and contract manufacturing and analytical services. The Company's segments include Proprietary Products and Contract-Manufactured Products. The Proprietary Products segment develops commercial and operational strategies across its global network, with specific emphasis on product offerings to biologic, generic and pharmaceutical drug customers. The Contract-Manufactured Products segment serves as an integrated business focused on the design, manufacture and automated assembly of various devices, primarily for pharmaceutical, diagnostic and medical device customers."
WDC,"About Western Digital CorpWestern Digital Corporation (Western Digital) is a developer, manufacturer and provider of data storage devices and solutions that address the needs of the information technology (IT) industry and the infrastructure that enables the proliferation of data in virtually every industry. The Company's portfolio of offerings addresses three categories: Datacenter Devices and Solutions (capacity and performance enterprise hard disk drives (HDDs), enterprise solid state drives (SSDs), datacenter software and system solutions); Client Devices (mobile, desktop, gaming and digital video hard drives, client SSDs, embedded products and wafers), and Client Solutions (removable products, hard drive content solutions and flash content solutions). The Company develops and manufactures a portion of the recording heads and magnetic media used in its hard drive products."
WU,"About The Western Union CompanyThe Western Union Company (Western Union) is a provider of money movement and payment services. The Company operates through two segments: Consumer-to-Consumer and Business Solutions. The Company's Consumer-to-Consumer segment facilitates money transfers between two consumers, primarily through a network of third-party agents. The Company's multi-currency, real-time money transfer services are viewed by the Company as one interconnected network where a money transfer can be sent from one location to another, around the world. Western Union's Business Solutions segment facilitates payment and foreign exchange solutions, primarily cross-border, cross-currency transactions, for small and medium size enterprises and individuals. Business Solutions payment transactions are conducted through various channels, including the phone and via the Internet."
WRK,"About Westrock CoWestRock Company is a multinational provider of paper and packaging solutions for consumer and corrugated packaging markets. The Company also develops real estate in the Charleston, South Carolina region. The Company's segments include Corrugated Packaging, Consumer Packaging, and Land and Development. The Corrugated Packaging segment consists of its containerboard mill and corrugated packaging operations, as well as its recycling operations. The Consumer Packaging segment consists of consumer mills, folding carton, beverage, merchandising displays, and partition operations. The Land and Development segment is engaged in the development and sale of real estate primarily in Charleston, South Carolina."
WY,"About Weyerhaeuser CoWeyerhaeuser Company is a timber, land and forest products company. The Company owns or controls timberlands, primarily in the United States, and manages additional timberlands under long-term licenses in Canada. The Company's segments include Timberlands; Real Estate, Energy and Natural Resources (Real Estate & ENR), and Wood Products. The Timberlands segment offers logs, timber, recreational leases and other products. The Real Estate & ENR segment includes sales of timberlands; rights to explore for and extract hard minerals, construction materials, oil and natural gas production, wind and solar. The Wood Products segment includes the manufacturing and distribution of wood products. The Wood Products segment manufactures structural lumber, oriented strand board, engineered wood products and building material distribution."
WHR,"About Whirlpool CorporationWhirlpool Corporation is a manufacturer and marketer of home appliances. The Company's segments include North America; Europe, Middle East and Africa (EMEA); Latin America, and Asia. In North America, the Company markets and distributes home appliances and small domestic appliances under a range of brand names. In EMEA, it markets and distributes its home appliances primarily under the Whirlpool, Bauknecht, Ignis, Maytag, Laden, Indesit and Privileg brand names, and domestic appliances under the KitchenAid, Hotpoint and Hotpoint-Ariston brand names. In Latin America, it markets and distributes its home appliances and small domestic appliances primarily under the Consul, Brastemp, Whirlpool and KitchenAid brand names. The Company markets and distributes its products in Asia primarily under the Whirlpool, Maytag, KitchenAid, Amana, Bauknecht, Jenn-Air, Diqua and Royalstar brand names. It manufactures and markets a line of home appliances and related products."
WMB,"About Williams Companies IncThe Williams Companies, Inc. is an energy infrastructure company. The Company’s segments include Transmission & Gulf of Mexico, Northeast G&P and West. Transmission & Gulf of Mexico is comprised of its interstate natural gas pipelines, Transco and Northwest Pipeline, as well as natural gas gathering, processing, and treating assets and crude oil production handling and transportation assets in the Gulf Coast region. Northeast G&P is comprised of its midstream gathering, processing, and fractionation businesses in the Marcellus Shale region primarily in Pennsylvania, New York and the Utica Shale region of eastern Ohio. West is comprised of its gas gathering, processing and treating operations in the Rocky Mountain region of Colorado and Wyoming, the Barnett Shale region of north-central Texas, the Eagle Ford Shale region of south Texas, the Haynesville Shale region of northwest Louisiana and the Mid-Continent region."
WLTW,"About Willis Towers Watson PLCWillis Towers Watson Public Limited Company (Willis Towers Watson) is a holding company. The Company operates as a global advisory, broking and solutions company. It is engaged in offering risk management, insurance broking, consulting, technology and solutions, and private exchanges. The Company operates through eight segments: Willis International; Willis North America; Willis Capital, Wholesale & Reinsurance (CWR); Willis GB; Towers Watson Benefits; Towers Watson Exchange Solutions; Towers Watson Risk and Financial Services; and Towers Watson Talent and Rewards. The Willis GB segment comprises four business units: Property and Casualty, Transport, Financial Lines and Retail Networks. The Willis Capital Wholesale and Reinsurance segment includes Willis Re; Willis Capital Markets & Advisory; Willis' wholesale business, and Willis Portfolio Underwriting Services. The Willis North America segment provides risk management, insurance brokerage and related risk services."
WYNN,"About Wynn Resorts, LimitedWynn Resorts, Limited (Wynn Resorts) is a developer, owner and operator of destination casino resorts that integrate accommodations and a range of amenities, including dining outlets, retail offerings, entertainment theaters and meeting complexes. The Company's segments include Macau Operations and Las Vegas Operations. The Company's Macau Operations include Wynn Macau and Wynn Palace. It also includes Encore, an expansion at Wynn Macau. The Company's Las Vegas Operations include Wynn Las Vegas and Encore, an expansion at Wynn Las Vegas. Wynn Las Vegas is located at the intersection of the Las Vegas Strip and Sands Avenue. As of December 31, 2016, it occupied approximately 215 acres of land fronting the Las Vegas Strip. As of December 31, 2016, the Company owned approximately 18 acres across Sands Avenue. The Company is constructing Wynn Boston Harbor, an integrated casino resort in Everett, Massachusetts."
XEL,"About Xcel Energy IncXcel Energy Inc. is a public utility holding company. The Company's operations include the activity of four utility subsidiaries that serve electric and natural gas customers in eight states. The Company's segments include regulated electric utility, regulated natural gas utility and all other. The Company's utility subsidiaries include NSP-Minnesota, NSP-Wisconsin, Public Service Company of Colorado (PSCo) and Southwestern Public Service Co. (SPS), which serve customers in portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas and Wisconsin. Along with WYCO Development LLC (WYCO), a joint venture formed with Colorado Interstate Gas Company, LLC (CIG) to develop and lease natural gas pipelines storage and compression facilities, and WestGas InterState, Inc. (WGI), an interstate natural gas pipeline company, these companies comprise the regulated utility operations."
XLNX,"About Xilinx, Inc.Xilinx, Inc. (Xilinx) is engaged in designing and developing programmable devices and associated technologies. The Company's programmable devices and associated technologies include integrated circuits (ICs) in the form of programmable logic devices (PLDs), including programmable System on Chips (SoCs) and three-dimensional ICs (3D ICs); software design tools to program the PLDs; targeted reference designs; printed circuit boards, and intellectual property (IP), which consists of Xilinx, and various third-party verification and IP cores. The Company provides design services, customer training, field engineering and technical support. Its PLDs include field programmable gate arrays (FPGAs), complex programmable logic devices (CPLDs) that its customers program to perform desired logic functions, and programmable SoCs, which combine (Advanced reduced instruction set computing (RISC) Machines (ARM)) processor-based systems with programmable logic in a single device."
